Locality,Type,Rent/Month,Build_up_area(sq.ft),Furnishing,Bathrooms,Balcony,Parking,Carpet_area(sq.ft),
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,1,Missing,1,480 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,1,Missing,1,Missing,Langata
Bandra,2 BHK Apartment,18000,1100 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,Ruaka
Bhandup,2 BHK Apartment,18000,850 sq.ft,Unfurnished,2,Missing,2,665 sq.ft,Ruaka
Bhandup,2 BHK Apartment,18000,800 sq.ft,Unfurnished,2,Missing,2,700 sq.ft,Ruaka
Bhandup,2 BHK Apartment,37000,850 sq.ft,Unfurnished,2,Missing,2,665 sq.ft,
Bhandup,2 BHK Apartment,18000,950 sq.ft,Unfurnished,2,1,2,700 sq.ft,Ruaka
Bhandup,2 BHK Apartment,37000,707 sq.ft,Unfurnished,Missing,Missing,0,Missing,
Bhandup,2 BHK Apartment,37000,707 sq.ft,Unfurnished,Missing,Missing,0,Missing,
Byculla,1 BHK Apartment,15000,510 sq.ft,Unfurnished,1,4,2,410 sq.ft,Ruaka
Chembur,2 BHK Apartment,18000,1080 sq.ft,Unfurnished,2,3,2,740 sq.ft,Ruaka
Chembur,2 BHK Apartment,37000,650 sq.ft,Unfurnished,Missing,Missing,1,550 sq.ft,
Chembur,2 BHK Apartment,37000,900 sq.ft,Unfurnished,2,3,1,700 sq.ft,
Chembur,2 BHK Apartment,37000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,Ruaka
Chembur,2 BHK Apartment,37000,800 sq.ft,Unfurnished,2,1,1,600 sq.ft,
Chembur,2 BHK Apartment,37000,700 sq.ft,Unfurnished,2,Missing,1,550 sq.ft,
Chembur,2 BHK Apartment,37000,950 sq.ft,Unfurnished,2,Missing,0,680 sq.ft,
Chembur,1 BHK Apartment,15000,870 sq.ft,Unfurnished,1,1,2,750 sq.ft,Ruaka
Chembur,1 BHK Apartment,15000,690 sq.ft,Unfurnished,1,Missing,1,500 sq.ft,Ruaka
Dadar,1 BHK Apartment,37000,550 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Dadar,1 BHK Apartment,15000,430 sq.ft,Unfurnished,2,Missing,1,Missing,Ruaka
Ghatkopar,3 BHK Apartment,37000,840 sq.ft,Unfurnished,2,Missing,1,700 sq.ft,
Ghatkopar,2 BHK Apartment,37000,840 sq.ft,Unfurnished,2,Missing,1,680 sq.ft,
Ghatkopar,2 BHK Apartment,37000,880 sq.ft,Unfurnished,2,Missing,1,660 sq.ft,
Goregaon,2 BHK Apartment,37000,1250 sq.ft,Unfurnished,2,3,1,900 sq.ft,
Goregaon,2 BHK Apartment,37000,750 sq.ft,Unfurnished,2,Missing,0,Missing,
Goregaon,2 BHK Apartment,18000,1100 sq.ft,Unfurnished,2,1,1,765 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,1075 sq.ft,Unfurnished,2,1,1,740 sq.ft,Ruaka
Goregaon,2 BHK Apartment,37000,1250 sq.ft,Unfurnished,2,3,1,906 sq.ft,
Goregaon,2 BHK Apartment,37000,1000 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Goregaon,2 BHK Apartment,18000,1040 sq.ft,Unfurnished,2,1,1,745 sq.ft,Ruaka
Goregaon,2 BHK Apartment,37000,1250 sq.ft,Unfurnished,2,3,1,906 sq.ft,
Jogeshwari,2 BHK Apartment,37000,1066 sq.ft,Unfurnished,2,Missing,1,711 sq.ft,
Jogeshwari,2 BHK Apartment,37000,1050 sq.ft,Unfurnished,2,Missing,0,700 sq.ft,
Jogeshwari,2 BHK Apartment,37000,1100 sq.ft,Unfurnished,2,Missing,1,710 sq.ft,
Jogeshwari,2 BHK Apartment,37000,750 sq.ft,Unfurnished,2,1,0,650 sq.ft,
Jogeshwari,2 BHK Apartment,37000,850 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Jogeshwari,2 BHK Apartment,37000,1100 sq.ft,Unfurnished,2,3,1,Missing,
Jogeshwari,2 BHK Apartment,37000,850 sq.ft,Unfurnished,2,1,0,650 sq.ft,
Jogeshwari,2 BHK Apartment,37000,1100 sq.ft,Unfurnished,2,3,1,Missing,
Jogeshwari,2 BHK Apartment,37000,850 sq.ft,Unfurnished,2,Missing,0,650 sq.ft,
Jogeshwari,2 BHK Apartment,37000,1145 sq.ft,Unfurnished,2,2,1,Missing,
Jogeshwari,2 BHK Apartment,37000,1145 sq.ft,Unfurnished,2,2,2,Missing,
Jogeshwari,2 BHK Apartment,37000,1150 sq.ft,Unfurnished,2,3,1,Missing,
Jogeshwari,2 BHK Apartment,37000,950 sq.ft,Unfurnished,2,1,0,750 sq.ft,
Kurla,2 BHK Apartment,18000,1080 sq.ft,Unfurnished,2,3,2,740 sq.ft,Ruaka
Kurla,2 BHK Apartment,37000,900 sq.ft,Unfurnished,2,3,1,700 sq.ft,
Kurla,2 BHK Apartment,37000,900 sq.ft,Unfurnished,2,Missing,0,750 sq.ft,
Kurla,2 BHK Apartment,37000,800 sq.ft,Unfurnished,2,1,1,600 sq.ft,
Kurla,2 BHK Apartment,37000,700 sq.ft,Unfurnished,2,Missing,1,550 sq.ft,
Kurla,1 BHK Apartment,15000,870 sq.ft,Unfurnished,1,1,2,750 sq.ft,Ruaka
Lalbaug,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,0,Missing,Ruaka
Lokhandwala,2 BHK Apartment,37000,1000 sq.ft,Unfurnished,2,Missing,1,750 sq.ft,
Malad,2 BHK Apartment,18000,750 sq.ft,Unfurnished,2,Missing,2,Missing,Ruaka
Malad,2 BHK Apartment,37000,900 sq.ft,Unfurnished,2,Missing,1,680 sq.ft,
Malad,2 BHK Apartment,37000,800 sq.ft,Unfurnished,2,Missing,1,680 sq.ft,
Malad,2 BHK Apartment,37000,1175 sq.ft,Unfurnished,2,1,1,Missing,
Malad,2 BHK Apartment,18000,935 sq.ft,Unfurnished,2,Missing,1,Missing,Ruaka
Malad,2 BHK Apartment,37000,670 sq.ft,Unfurnished,2,Missing,1,Missing,
Malad,2 BHK Apartment,37000,1080 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Malad,2 BHK Apartment,18000,800 sq.ft,Unfurnished,2,Missing,0,Missing,Ruaka
Malad,2 BHK Apartment,37000,1530 sq.ft,Unfurnished,2,1,1,Missing,
Mulund,2 BHK Apartment,18000,1030 sq.ft,Unfurnished,2,Missing,1,793 sq.ft,Ruaka
Mulund,3 BHK Apartment,37000,1050 sq.ft,Unfurnished,Missing,Missing,0,Missing,
Mulund,2 BHK Apartment,37000,1050 sq.ft,Unfurnished,2,Missing,1,Missing,
Mulund,2 BHK Apartment,37000,1050 sq.ft,Unfurnished,2,Missing,1,Missing,
Parel,1 BHK Apartment,15000,510 sq.ft,Unfurnished,1,3,3,450 sq.ft,Ruaka
Parel,1 BHK Apartment,15000,510 sq.ft,Unfurnished,1,3,3,410 sq.ft,Ruaka
Parel,1 BHK Apartment,15000,550 sq.ft,Unfurnished,2,1,1,500 sq.ft,Ruaka
Parel,1 BHK Apartment,37000,550 sq.ft,Unfurnished,1,Missing,0,Missing,
Powai,1 BHK Apartment,15000,600 sq.ft,Unfurnished,2,2,1,430 sq.ft,Ruaka
Powai,2 BHK Apartment,18000,980 sq.ft,Unfurnished,2,Missing,1,Missing,Ruaka
Powai,2 BHK Apartment,18000,980 sq.ft,Unfurnished,2,1,1,640 sq.ft,Ruaka
Powai,2 BHK Apartment,37000,1050 sq.ft,Unfurnished,4,1,1,738 sq.ft,
Santacruz,1 BHK Apartment,37000,800 sq.ft,Unfurnished,1,Missing,1,500 sq.ft,
Sion,1 BHK Apartment,37000,700 sq.ft,Unfurnished,1,Missing,1,500 sq.ft,
Sion,2 BHK Apartment,18000,750 sq.ft,Unfurnished,2,1,0,550 sq.ft,Ruaka
Sion,2 BHK Apartment,18000,750 sq.ft,Unfurnished,2,1,0,560 sq.ft,Ruaka
Sion,1 BHK Apartment,37000,675 sq.ft,Unfurnished,Missing,Missing,0,Missing,
Sion,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,1,1,500 sq.ft,Ruaka
Vikhroli,2 BHK Apartment,37000,750 sq.ft,Unfurnished,2,1,1,527 sq.ft,
Vikhroli,1 BHK Apartment,15000,585 sq.ft,Unfurnished,2,Missing,1,480 sq.ft,Ruaka
Vikhroli,2 BHK Apartment,37000,750 sq.ft,Unfurnished,2,Missing,1,661 sq.ft,
Vile Parle,1 BHK Apartment,37000,510 sq.ft,Unfurnished,1,Missing,1,425 sq.ft,
Vile Parle,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,1,1,475 sq.ft,Ruaka
Vile Parle,1 BHK Apartment,37000,500 sq.ft,Unfurnished,1,Missing,1,380 sq.ft,
Vile Parle,1 BHK Apartment,37000,675 sq.ft,Unfurnished,1,Missing,1,Missing,
Wadala,2 BHK Apartment,18000,900 sq.ft,Unfurnished,2,Missing,0,630 sq.ft,Ruaka
Wadala,2 BHK Apartment,18000,891 sq.ft,Unfurnished,2,Missing,1,660 sq.ft,Ruaka
Worli,1 BHK Apartment,37000,700 sq.ft,Unfurnished,1,Missing,1,500 sq.ft,
Worli,1 BHK Apartment,37000,575 sq.ft,Unfurnished,2,Missing,1,405 sq.ft,
Chembur,1 BHK Apartment,36700,685 sq.ft,Unfurnished,2,1,1,475 sq.ft,
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,1,2,450 sq.ft,Langata
Ghatkopar,2 BHK Apartment,36500,840 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Ghatkopar,2 BHK Apartment,36500,880 sq.ft,Unfurnished,2,Missing,1,660 sq.ft,
Powai,2 BHK Apartment,36500,980 sq.ft,Unfurnished,2,Missing,1,Missing,
Prabhadevi,1 BHK Apartment,36200,400 sq.ft,Unfurnished,1,1,0,371 sq.ft,
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,1,2,450 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,Missing,1,600 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,Missing,1,600 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,Missing,0,510 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,1,1,450 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,1,Missing,1,500 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,1,1,510 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,1,2,450 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,Missing,2,510 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,Missing,2,510 sq.ft,Langata
Andheri,1 BHK Apartment,22000,650 sq.ft,Unfurnished,2,Missing,1,510 sq.ft,Langata
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,1,Missing,1,550 sq.ft,Githurai
Bandra,2 BHK Apartment,36000,900 sq.ft,Unfurnished,2,Missing,0,650 sq.ft,
Bhandup,2 BHK Apartment,36000,1000 sq.ft,Unfurnished,2,Missing,1,800 sq.ft,
Bhandup,2 BHK Apartment,36000,1100 sq.ft,Unfurnished,2,Missing,1,750 sq.ft,
Chembur,2 BHK Apartment,36000,780 sq.ft,Unfurnished,1,Missing,1,Missing,
Chembur,2 BHK Apartment,36000,800 sq.ft,Unfurnished,2,Missing,2,750 sq.ft,
Chembur,2 BHK Apartment,36000,800 sq.ft,Unfurnished,2,3,1,650 sq.ft,
Chembur,2 BHK Apartment,36000,900 sq.ft,Unfurnished,2,2,2,650 sq.ft,
Chembur,2 BHK Apartment,36000,900 sq.ft,Unfurnished,2,2,2,650 sq.ft,
Chembur,2 BHK Apartment,36000,890 sq.ft,Unfurnished,2,2,2,620 sq.ft,
Chembur,2 BHK Apartment,36000,950 sq.ft,Unfurnished,2,2,2,690 sq.ft,
Chembur,2 BHK Apartment,36000,960 sq.ft,Unfurnished,2,2,2,697 sq.ft,
Chembur,2 BHK Apartment,18000,860 sq.ft,Unfurnished,2,2,2,630 sq.ft,Ruaka
Chembur,2 BHK Apartment,36000,910 sq.ft,Unfurnished,2,2,2,680 sq.ft,
Chembur,2 BHK Apartment,36000,910 sq.ft,Unfurnished,2,2,2,680 sq.ft,
Ghatkopar,2 BHK Apartment,36000,855 sq.ft,Unfurnished,2,Missing,1,680 sq.ft,
Ghatkopar,2 BHK Apartment,18000,950 sq.ft,Unfurnished,2,Missing,1,750 sq.ft,Ruaka
Goregaon,3 BHK Apartment,36000,1900 sq.ft,Unfurnished,1,1,2,1350 sq.ft,
Goregaon,2 BHK Apartment,18000,850 sq.ft,Unfurnished,2,Missing,0,750 sq.ft,Ruaka
Goregaon,1 BHK Apartment,15000,690 sq.ft,Unfurnished,2,Missing,0,500 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,1050 sq.ft,Unfurnished,2,2,1,730 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,1020 sq.ft,Unfurnished,2,1,1,725 sq.ft,Ruaka
Goregaon,2 BHK Apartment,18000,1000 sq.ft,Unfurnished,2,Missing,1,740 sq.ft,Ruaka
Goregaon,2 BHK Apartment,36000,1100 sq.ft,Unfurnished,2,Missing,0,775 sq.ft,
Goregaon,2 BHK Apartment,18000,1060 sq.ft,Unfurnished,2,1,1,750 sq.ft,Ruaka
Goregaon,2 BHK Apartment,36000,850 sq.ft,Unfurnished,2,Missing,0,650 sq.ft,
Goregaon,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,Ruaka
Goregaon,3 BHK Apartment,28000,1600 sq.ft,Unfurnished,3,1,1,1200 sq.ft,Ruaka
Goregaon,2 BHK Apartment,36000,1235 sq.ft,Unfurnished,2,3,0,906 sq.ft,
Goregaon,2 BHK Apartment,36000,1000 sq.ft,Unfurnished,2,Missing,1,750 sq.ft,
Goregaon,3 BHK Apartment,28000,1600 sq.ft,Unfurnished,3,1,1,1200 sq.ft,Ruaka
Jogeshwari,2 BHK Apartment,36000,1100 sq.ft,Unfurnished,2,Missing,1,850 sq.ft,
Jogeshwari,2 BHK Apartment,36000,1150 sq.ft,Unfurnished,2,Missing,1,720 sq.ft,
Jogeshwari,2 BHK Apartment,36000,1120 sq.ft,Unfurnished,2,2,1,Missing,
Jogeshwari,1 BHK Apartment,36000,750 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Jogeshwari,2 BHK Apartment,36000,1000 sq.ft,Unfurnished,2,3,1,Missing,
Jogeshwari,2 BHK Apartment,36000,980 sq.ft,Unfurnished,2,3,2,Missing,
Jogeshwari,2 BHK Apartment,36000,1120 sq.ft,Unfurnished,2,3,2,Missing,
Jogeshwari,2 BHK Apartment,36000,1015 sq.ft,Unfurnished,2,3,1,Missing,
Jogeshwari,2 BHK Apartment,36000,1150 sq.ft,Unfurnished,2,Missing,1,660 sq.ft,
Jogeshwari,2 BHK Apartment,36000,1100 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Jogeshwari,2 BHK Apartment,18000,800 sq.ft,Unfurnished,Missing,Missing,0,Missing,Ruaka
Kurla,2 BHK Apartment,36000,800 sq.ft,Unfurnished,2,3,1,650 sq.ft,
Kurla,2 BHK Apartment,36000,900 sq.ft,Unfurnished,2,2,2,650 sq.ft,
Kurla,2 BHK Apartment,36000,900 sq.ft,Unfurnished,2,2,2,650 sq.ft,
Kurla,2 BHK Apartment,36000,890 sq.ft,Unfurnished,2,2,2,620 sq.ft,
Kurla,2 BHK Apartment,36000,950 sq.ft,Unfurnished,2,2,2,690 sq.ft,
Kurla,2 BHK Apartment,18000,860 sq.ft,Unfurnished,2,2,2,630 sq.ft,Ruaka
Kurla,2 BHK Apartment,36000,960 sq.ft,Unfurnished,2,2,2,697 sq.ft,
Kurla,2 BHK Apartment,36000,910 sq.ft,Unfurnished,2,2,2,680 sq.ft,
Kurla,2 BHK Apartment,36000,910 sq.ft,Unfurnished,2,2,2,680 sq.ft,
Mahim,1 BHK Apartment,15000,550 sq.ft,Unfurnished,1,1,1,485 sq.ft,Ruaka
Malad,2 BHK Apartment,36000,900 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Malad,2 BHK Apartment,36000,800 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Malad,2 BHK Apartment,36000,850 sq.ft,Unfurnished,2,Missing,0,650 sq.ft,
Malad,2 BHK Apartment,36000,1000 sq.ft,Unfurnished,2,3,1,622 sq.ft,
Malad,2 BHK Apartment,18000,900 sq.ft,Unfurnished,1,Missing,1,700 sq.ft,Ruaka
Malad,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,0,420 sq.ft,Ruaka
Marine Drive,1 RK Apartment,36000,300 sq.ft,Unfurnished,1,1,1,200 sq.ft,
Marine Drive,1 RK Apartment,36000,350 sq.ft,Unfurnished,1,1,1,250 sq.ft,
Mulund,2 BHK Apartment,18000,950 sq.ft,Unfurnished,3,Missing,0,700 sq.ft,Ruaka
Mulund,2 BHK Apartment,36000,900 sq.ft,Unfurnished,2,Missing,1,647 sq.ft,
Mulund,2 BHK Apartment,36000,1029 sq.ft,Unfurnished,2,Missing,1,671 sq.ft,
Parel,1 BHK Apartment,15000,510 sq.ft,Unfurnished,1,3,3,410 sq.ft,Ruaka
Parel,1 BHK Apartment,15000,510 sq.ft,Unfurnished,2,2,3,410 sq.ft,Ruaka
Parel,1 BHK Apartment,36000,670 sq.ft,Unfurnished,1,Missing,0,450 sq.ft,
Powai,2 BHK Apartment,18000,980 sq.ft,Unfurnished,2,1,1,Missing,Ruaka
Powai,1 BHK Apartment,36000,600 sq.ft,Unfurnished,Missing,Missing,0,400 sq.ft,
Powai,1 BHK Apartment,15000,550 sq.ft,Unfurnished,1,Missing,0,450 sq.ft,Ruaka
Powai,2 BHK Apartment,18000,1050 sq.ft,Unfurnished,2,1,1,710 sq.ft,Ruaka
Sion,2 BHK Apartment,36000,900 sq.ft,Unfurnished,2,1,0,750 sq.ft,
Sion,1 BHK Apartment,15000,670 sq.ft,Unfurnished,1,Missing,0,570 sq.ft,Ruaka
Sion,1 BHK Apartment,15000,670 sq.ft,Unfurnished,1,Missing,0,470 sq.ft,Ruaka
Sion,2 BHK Apartment,18000,750 sq.ft,Unfurnished,2,Missing,0,560 sq.ft,Ruaka
Sion,2 BHK Apartment,18000,980 sq.ft,Unfurnished,2,Missing,0,Missing,Ruaka
Sion,2 BHK Apartment,36000,852 sq.ft,Unfurnished,2,Missing,0,575 sq.ft,
Sion,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,1,0,500 sq.ft,Ruaka
Sion,1 BHK Apartment,36000,650 sq.ft,Unfurnished,2,1,2,500 sq.ft,
Vikhroli,1 BHK Apartment,36000,600 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Vikhroli,2 BHK Apartment,36000,1058 sq.ft,Unfurnished,2,Missing,1,659 sq.ft,
Vikhroli,1 BHK Apartment,36000,738 sq.ft,Unfurnished,2,Missing,0,580 sq.ft,
Vile Parle,2 BHK Apartment,36000,850 sq.ft,Unfurnished,2,Missing,0,750 sq.ft,
Vile Parle,1 BHK Apartment,36000,675 sq.ft,Unfurnished,1,1,1,450 sq.ft,
Worli,1 BHK Apartment,15000,460 sq.ft,Unfurnished,1,Missing,1,Missing,Ruaka
Worli,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,0,385 sq.ft,Ruaka
Chembur,1 BHK Apartment,35800,665 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Ghatkopar,2 BHK Apartment,35800,839 sq.ft,Unfurnished,2,Missing,1,455 sq.ft,
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,2,Missing,1,Missing,Githurai
Ghatkopar,2 BHK Apartment,35500,880 sq.ft,Unfurnished,2,Missing,1,670 sq.ft,
Ghatkopar,2 BHK Apartment,35500,870 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Byculla,1 BHK Apartment,15000,640 sq.ft,Unfurnished,1,3,0,Missing,Ruaka
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,2,Missing,1,425 sq.ft,Githurai
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,2,Missing,0,450 sq.ft,Githurai
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,1,Missing,2,500 sq.ft,Githurai
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,1,Missing,2,Missing,Githurai
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,2,Missing,2,440 sq.ft,Githurai
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,Githurai
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,2,1,2,450 sq.ft,Githurai
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,1,1,2,450 sq.ft,Githurai
Andheri,2 BHK Apartment,13500,650 sq.ft,Unfurnished,1,Missing,1,490 sq.ft,Githurai
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,2,1,2,450 sq.ft,Githurai
Andheri,1 BHK Apartment,11000,650 sq.ft,Unfurnished,1,1,2,450 sq.ft,Githurai
Andheri,1 BHK Apartment,20000,650 sq.ft,Unfurnished,2,Missing,1,430 sq.ft,Dagoreti
Andheri,1 BHK Apartment,20000,650 sq.ft,Unfurnished,1,Missing,1,475 sq.ft,Dagoreti
Andheri,1 BHK Apartment,20000,650 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,Dagoreti
Andheri,1 BHK Apartment,18000,650 sq.ft,Unfurnished,1,Missing,0,425 sq.ft,Dagoreti
Andheri,1 BHK Apartment,18000,650 sq.ft,Unfurnished,1,Missing,1,475 sq.ft,Dagoreti
Andheri,1 BHK Apartment,18000,650 sq.ft,Unfurnished,2,Missing,0,425 sq.ft,Dagoreti
Andheri,1 BHK Apartment,18000,650 sq.ft,Unfurnished,2,1,1,470 sq.ft,Dagoreti
Andheri,1 BHK Apartment,18000,650 sq.ft,Unfurnished,2,1,2,450 sq.ft,Dagoreti
Andheri,1 BHK Apartment,18000,650 sq.ft,Unfurnished,2,2,3,550 sq.ft,Dagoreti
Andheri,1 BHK Apartment,18000,650 sq.ft,Unfurnished,1,1,0,450 sq.ft,Dagoreti
Andheri,1 BHK Apartment,17000,660 sq.ft,Unfurnished,2,Missing,1,460 sq.ft,Dagoreti
Andheri,1 BHK Apartment,21000,665 sq.ft,Unfurnished,2,Missing,2,435 sq.ft,Kikuyu
Bandra,2 BHK Apartment,18000,850 sq.ft,Unfurnished,2,Missing,1,700 sq.ft,Ruaka
Bandra,1 BHK Apartment,15000,680 sq.ft,Unfurnished,1,1,2,Missing,Ruaka
Bandra,2 BHK Apartment,18000,1385 sq.ft,Unfurnished,2,1,0,875 sq.ft,Ruaka
Bandra,1 RK Apartment,13000,400 sq.ft,Unfurnished,1,Missing,0,310 sq.ft,Ruaka
Bandra,1 RK Apartment,13000,390 sq.ft,Unfurnished,1,Missing,0,250 sq.ft,Ruaka
Bandra,1 BHK Apartment,15000,650 sq.ft,Unfurnished,2,Missing,1,600 sq.ft,Ruaka
Bandra,1 BHK Apartment,35000,650 sq.ft,Unfurnished,2,Missing,1,600 sq.ft,
Bandra,1 BHK Apartment,15000,700 sq.ft,Unfurnished,1,Missing,1,500 sq.ft,Ruaka
Bandra,1 BHK Apartment,15000,580 sq.ft,Unfurnished,1,1,1,435 sq.ft,Ruaka
Bandra,1 BHK Apartment,35000,650 sq.ft,Unfurnished,2,Missing,0,510 sq.ft,
Bhandup,2 BHK Apartment,18000,875 sq.ft,Unfurnished,2,2,1,665 sq.ft,Ruaka
Bhandup,2 BHK Apartment,18000,700 sq.ft,Unfurnished,1,Missing,0,700 sq.ft,Ruaka
Bhandup,1 BHK Apartment,15000,860 sq.ft,Unfurnished,2,2,1,600 sq.ft,Ruaka
Bhandup,1 BHK Apartment,35000,650 sq.ft,Unfurnished,2,Missing,1,480 sq.ft,
Bhandup,1 BHK Apartment,35000,650 sq.ft,Unfurnished,2,Missing,1,480 sq.ft,
Bhandup,2 BHK Apartment,18000,850 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,Ruaka
Bhandup,2 BHK Apartment,18000,750 sq.ft,Unfurnished,2,Missing,0,570 sq.ft,Ruaka
Bhandup,2 BHK Apartment,18000,1019 sq.ft,Unfurnished,2,Missing,1,728 sq.ft,Ruaka
Bhandup,2 BHK Apartment,18000,1025 sq.ft,Unfurnished,2,Missing,0,880 sq.ft,Ruaka
Bhandup,2 BHK Apartment,18000,700 sq.ft,Unfurnished,2,Missing,0,Missing,Ruaka
Bhandup,2 BHK Apartment,35000,980 sq.ft,Unfurnished,2,Missing,0,631 sq.ft,
Byculla,1 BHK Apartment,15000,450 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,Ruaka
Byculla,1 BHK Apartment,35000,562 sq.ft,Unfurnished,2,Missing,0,375 sq.ft,
Byculla,1 BHK Apartment,15000,510 sq.ft,Unfurnished,1,3,3,410 sq.ft,Ruaka
Chembur,1 BHK Apartment,15000,550 sq.ft,Unfurnished,2,Missing,0,480 sq.ft,Ruaka
Chembur,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,Ruaka
Chembur,1 BHK Apartment,35000,750 sq.ft,Unfurnished,2,Missing,0,580 sq.ft,
Chembur,1 BHK Apartment,35000,550 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,35000,559 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,35000,550 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,35000,550 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,35000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,15000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,Ruaka
Chembur,2 BHK Apartment,35000,850 sq.ft,Unfurnished,2,Missing,1,650 sq.ft,
Chembur,2 BHK Apartment,35000,1200 sq.ft,Unfurnished,2,Missing,0,700 sq.ft,
Chembur,1 BHK Apartment,35000,500 sq.ft,Unfurnished,1,Missing,1,400 sq.ft,
Chembur,1 BHK Apartment,35000,550 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,
Chembur,2 BHK Apartment,35000,700 sq.ft,Unfurnished,2,3,1,550 sq.ft,
Chembur,1 BHK Apartment,15000,600 sq.ft,Unfurnished,1,Missing,1,450 sq.ft,Ruaka
Chembur,2 BHK Apartment,35000,500 sq.ft,Unfurnished,2,Missing,1,450 sq.ft,
Chembur,1 BHK Apartment,35000,600 sq.ft,Unfurnished,1,Missing,1,490 sq.ft,
Chembur,2 BHK Apartment,35000,910 sq.ft,Unfurnished,2,2,2,680 sq.ft,
Chembur,2 BHK Apartment,35000,910 sq.ft,Unfurnished,2,2,2,680 sq.ft,
Chembur,2 BHK Apartment,35000,890 sq.ft,Unfurnished,2,2,2,660 sq.ft,
Chembur,2 BHK Apartment,35000,800 sq.ft,Unfurnished,2,2,2,660 sq.ft,
Chembur,2 BHK Apartment,35000,800 sq.ft,Unfurnished,2,2,2,660 sq.ft,
